,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit-Builder Loan,Personal Loan,Debt Consolidation Loan,Student Loan,Payday Loan,Mortgage Loan,Auto Loan,Home Equity Loan,High_spent_Medium_value_payments,High_spent_Small_value_payments,Low_spent_Large_value_payments,Low_spent_Medium_value_payments,Low_spent_Small_value_payments,Credit_Score
3789,44036.97,2,3,11,4.0,15,4.0,7.77,4.0,2.0,992.83,35.20139610202921,352.0,0,82.98637941706055,139.79675886097405,445.6916117219654,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0
3790,44036.97,2,3,11,4.0,15,4.0,6.77,4.0,1.0,992.83,36.87032657078512,353.0,0,82.98637941706055,99.77777651185042,445.7105940710891,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0
3791,44036.97,2,3,11,4.0,15,3.0,7.77,4.0,2.0,992.83,35.838298592086616,354.0,0,82.98637941706055,10000.0,461.68958817031034,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0
3792,12681.45,6,7,15,0.0,13,16.0,9.49,1.0,1.0,624.12,38.5119616226508,191.0,1,0.0,41.062140583701584,358.11660941629845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3793,12681.45,6,7,15,0.0,13,2628.0,6.49,1.0,1.0,624.12,26.73311603170249,203.0,1,0.0,50.045053686096324,349.13369631390367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3794,12681.45,6,7,15,0.0,13,17.0,9.49,1.0,1.0,624.12,38.62235991076943,204.0,1,0.0,53.70879890500268,325.4699510949973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3795,12681.45,6,7,15,0.0,13,17.0,9.49,1.0,1.0,624.12,36.48730278021596,205.0,1,0.0,14.25278546007736,344.9259645399227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
3796,12681.45,6,7,15,0.0,10,13.0,9.49,2.0,1.0,624.12,36.13880646006415,206.0,1,0.0,41.460565288635024,347.718184711365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
3797,12681.45,6,7,15,0.0,13,16.0,9.49,2.0,1.0,624.12,35.03326232224819,207.0,1,0.0,69.37651412617743,319.8022358738226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
3798,12681.45,6,7,15,0.0,13,16.0,16.490000000000002,2.0,1.0,624.12,30.90447922422633,208.0,1,0.0,157.00819543064958,252.17055456935043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3799,12681.45,6,7,15,0.0,13,16.0,9.49,2.0,1.0,624.12,26.564024924655666,209.0,1,0.0,49.97227605044439,359.2064739495556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0
3800,7822458.0,5,3,18,1.0,14,8.0,3.56,4.0,1.0,478.11,39.43386937130397,191.0,0,8.47408555938318,119.68523970545284,316.9108830684974,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
3801,16568.425,5,3,18,1.0,14,8.0,3.56,4.0,1.0,478.11,39.59087515459847,347.0,0,8.47408555938318,69.27296480422692,367.3231579697232,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
3802,16568.425,5,3,18,1.0,12,8.0,3.56,4.0,1.0,478.11,26.775989669681028,348.0,0,8.47408555938318,141.77051559874255,294.8256071752076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
3803,16568.425,5,3,18,1.0,14,8.0,3.56,4.0,1.0,478.11,40.82785882879043,349.0,0,8.47408555938318,62.9997106174856,373.59641215646457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
3804,16568.425,1495,1434,18,1.0,14,8.0,3.56,4.0,1.0,478.11,28.228892222917448,350.0,0,8.47408555938318,39.76944499121935,356.82667778273077,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
3805,16568.425,5,3,18,1.0,14,8.0,3.56,4.0,1.0,478.11,38.85409868518069,351.0,0,8.47408555938318,88.28408355169731,338.3120392222528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1
3806,16568.425,5,3,18,1.0,14,8.0,3.56,5.0,1.0,478.11,40.91391384659374,352.0,0,8.47408555938318,23.761872503621017,372.8342502703291,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
3807,16568.425,5,1358,18,1.0,16,19.0,3.56,5.0,1.0,478.11,22.28596810647911,353.0,0,8.47408555938318,143.74308324281384,292.85303953113635,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,1
3808,14952.03,10,8,22,9.0,19,28.0,17.2,10.0,0.0,3566.21,33.73248452348972,47.0,1,105.58361397265544,127.7619453057892,201.15469072155537,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3809,14952.03,10,8,22,9.0,19,28.0,23.2,10.0,0.0,3566.21,27.1280377198947,48.0,1,105.58361397265544,127.02212826050777,201.89450776683682,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3810,14952.03,10,8,22,9.0,19,25.0,17.2,10.0,1.0,3566.21,34.99715681755267,49.0,1,105.58361397265544,121.46023166145956,207.45640436588505,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3811,14952.03,10,8,22,9.0,19,27.0,12.2,10.0,0.0,3566.21,37.89675977445263,50.0,1,105.58361397265544,26.785881760427667,272.13075426691694,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1
3812,14952.03,10,8,22,9.0,19,26.0,17.2,10.0,1.0,3566.21,34.881329434982604,51.0,1,105.58361397265544,52.74438419349502,236.1722518338496,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1
3813,14952.03,10,8,22,9.0,14,28.0,17.2,10.0,1.0,3566.21,25.98225085669669,52.0,0,105.58361397265544,103.54903494711796,225.36760108022662,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1
3814,14952.03,10,8,3352,9.0,19,24.0,17.2,10.0,0.0,3566.21,37.97711628409776,53.0,1,105.58361397265544,130.05280511730422,178.86383091004035,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1
3815,14952.03,10,8,22,9.0,19,25.0,17.2,12.0,1.0,3566.21,26.18162100734382,54.0,1,105.58361397265544,193.43420296427357,135.48243306307103,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1
3816,101500.92,4,6,14,2.0,32,18.0,10.37,5.0,1.0,835.46,37.18096684116325,191.0,1,141.54570621500434,250.41815847631474,723.677135308681,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
3817,101500.92,4,6,14,2.0,28,18.0,10.37,5.0,1.0,835.46,29.914415739512147,183.0,1,141.54570621500434,632.1258774128403,371.96941637215554,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1
3818,101500.92,4,6,14,2.0,29,18.0,10.37,5.0,1.0,835.46,32.78108793652652,184.0,1,141.54570621500434,286.7476811847265,687.3476126002694,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1
3819,101500.92,4,6,14,2.0,29,132.0,3.3699999999999988,5.0,1.0,835.46,30.066445005957608,185.0,1,141.54570621500434,542.9864001848175,461.1088936001783,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,1
3820,101500.92,4,6,14,2.0,29,19.0,10.37,6.0,1.0,835.46,31.97404110052941,186.0,1,141.54570621500434,258.62236604934867,735.4729277356471,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0
3821,101500.92,4,6,14,2.0,29,18.0,10.37,6.0,1.0,835.46,30.52185938081164,187.0,1,141.54570621500434,182.381164230595,801.7141295544006,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0
3822,101500.92,4,6,14,2.0,29,16.0,10.37,6.0,1.0,835.46,39.89508651843119,188.0,1,141.54570621500434,71.54026285339134,892.5550309316043,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
3823,101500.92,4,6,14,2.0,29,18.0,13.37,6.0,1.0,835.46,44.15624757366236,189.0,1,141.54570621500434,10000.0,857.3503599354505,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
3824,155726.76,2,3,8,0.0,10,2.0,7.33,2.0,1.0,1170.58,45.136965942200746,359.0,0,0.0,326.78622026786326,1194.936779732137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
3825,155726.76,2,3,8,0.0,10,2.0,7.33,7.0,2.0,1170.58,37.970720481731306,360.0,0,0.0,1101.0375466428084,470.6854533571919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2
3826,155726.76,2,3,8,0.0,10,2.0,7.33,7.0,2.0,1170.58,30.05732275604138,361.0,0,0.0,1198.9852133977065,352.7377866022937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,2
3827,155726.76,2,3,8,0.0,10,1.0,7.33,4.0,2.0,1170.58,42.09032319367775,362.0,0,0.0,507.25757704113335,1024.4654229588668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
3828,155726.76,2,3,8,0.0,10,3.0,7.33,7.0,2.0,1170.58,35.03263474257759,363.0,0,0.0,921.2644954748937,630.4585045251065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1
3829,155726.76,2,705,8,-100.0,10,2.0,7.33,7.0,1.0,1170.58,47.53703070490779,364.0,0,0.0,199.08737300493868,1322.6356269950616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
3830,155726.76,2,3,8,0.0,10,2.0,7.33,7.0,2.0,1170.58,34.723472586193054,191.0,0,0.0,509.0283016858305,1042.6946983141697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0
3831,155726.76,2,3,8,0.0,10,1.0,7.33,7.0,2.0,1170.58,38.937441714831074,366.0,0,0.0,223.00597426884684,1308.7170257311536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0
3832,36591.25,7,5,5,4.0,17,10.0,7.12,3.0,1.0,575.21,28.930270054684588,395.0,0,67.41331375213596,34.995224332415255,459.1185452487822,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1
3833,36591.25,7,5,5,4.0,19,10.0,7.12,3.0,1.0,575.21,35.24952300511068,396.0,0,67.41331375213596,212.02532367815488,292.0884459030425,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,1
3834,36591.25,7,5,5,4.0,17,10.0,7.12,3.0,1.0,575.21,26.105466612018127,397.0,0,67.41331375213596,124.84897771233265,409.26479186886485,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1
3835,36591.25,7,5,5,4.0,17,13.0,7.12,3.0,1.0,575.21,36.847456139066246,191.0,0,67.41331375213596,71.84043413524064,412.2733354459568,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1
3836,36591.25,7,5,5,-100.0,17,7.0,7.12,3.0,1.0,575.21,34.05494546425362,191.0,0,67.41331375213596,150.04238323173934,354.07138634945807,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,1
3837,36591.25,7,5,2771,4.0,17,10.0,7.12,5.0,1.0,575.21,29.738392582538783,400.0,0,67.41331375213596,277.2893580871248,256.8244114940726,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1
3838,36591.25,7,5,213,4.0,17,10.0,7.12,5.0,1.0,575.21,33.548010044617854,401.0,0,67.41331375213596,246.6401106103408,277.4736589708566,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,1
3839,36591.25,7,5,5,4.0,17,10.0,7.12,5.0,1.0,575.21,40.072518427000745,191.0,0,67.41331375213596,131.20191153534572,372.91185804585166,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,1
3840,47280.76,5,3,17,0.0,8,20.0,11.91,3.0,1.0,1134.41,29.784021276082026,325.0,1,0.0,84.3681024676056,536.9382308657277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
3841,47280.76,5,3,17,0.0,12,19.0,11.91,3.0,1.0,1134.41,39.68094150078228,326.0,1,0.0,248.6766338381586,382.6296994951747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3842,47280.76,5,3,17,0.0,7,20.0,11.91,3.0,1.0,1134.41,38.40146803678138,327.0,1,0.0,148.62421456832118,472.6821187650122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
3843,47280.76,5,3,17,0.0,12,20.0,12.91,3.0,1.0,1134.41,35.05841345373407,328.0,1,0.0,293.14053980304664,358.1657935302868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3844,47280.76,5,3,17,0.0,12,19.0,11.91,3.0,1.0,1134.41,28.467890375342137,329.0,1,0.0,139.90580190898385,481.4005314243496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1
3845,47280.76,5,3,17,0.0,9,19.0,11.91,103.0,1.0,1134.41,35.68667884207905,191.0,1,0.0,214.27738902915462,417.0289443041788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3846,47280.76,5,3,17,0.0,12,20.0,11.91,3.0,1.0,1134.41,33.29651961349017,331.0,0,0.0,132.49083343311887,488.8154999002145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
3847,47280.76,5,3,17,0.0,12,20.0,11.91,3.0,1.0,1134.41,27.178858483125328,332.0,1,0.0,97.92441669620241,533.381916637131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3848,108161.7,5,6,1,2.0,24,19.0,6.16,2.0,2.0,633.47,24.38965910655024,296.0,0,169.67426776243946,920.284918595759,105.18831364180151,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,2
3849,108161.7,5,6,1,2.0,27,13.0,6.16,4.0,2.0,633.47,29.66578812542508,297.0,0,169.67426776243946,423.48816642685205,581.9850658107084,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,2
3850,108161.7,5,6,1,2.0,27,13.0,6.16,4.0,1.0,633.47,26.539580427542248,298.0,0,169.67426776243946,10000.0,755.591860945775,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2
3851,108161.7,5,6,1,2.0,24,13.0,6.16,4.0,2.0,633.47,26.490416951949967,299.0,0,169.67426776243946,246.12289932660997,779.3503329109507,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3852,108161.7,5,6,1,2.0,27,11.0,6.16,4.0,2.0,633.47,25.848386778857357,300.0,0,169.67426776243946,146.13928301096152,839.333949226599,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
3853,108161.7,5,6,1,2.0,27,12.0,6.16,4.0,2.0,633.47,25.596571078894787,301.0,0,169.67426776243946,687.322951974487,338.1502802630736,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3854,108161.7,5,6,1,2.0,27,15.0,6.16,4.0,2.0,633.47,37.5894325073106,302.0,0,169.67426776243946,1219.4949604582685,-3.333333333333333e+26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2
3855,108161.7,5,6,1,2.0,29,13.0,6.16,4.0,2.0,633.47,25.24733801456961,303.0,0,169.67426776243946,10000.0,301.4453114832095,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,2
3856,19910.51,9,10,15,5.0,57,26.0,27.19,12.0,0.0,3957.01,23.330992481438464,67.0,1,57.67071368461316,103.26058730790483,291.28961567414865,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3857,19910.51,9,10,15,5.0,57,24.0,21.19,12.0,0.0,3957.01,28.774591648403444,68.0,0,57.67071368461316,88.31357039810793,296.2366325839456,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3858,19910.51,9,10,15,5.0,59,24.0,27.19,12.0,0.0,3957.01,38.95493682567936,69.0,1,57.67071368461316,40.53669787350979,324.0135051085437,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0
3859,19910.51,9,10,15,5.0,57,24.0,27.19,12.0,0.0,3957.01,37.82303730612311,70.0,1,57.67071368461316,152.1992025519169,242.3510004301366,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3860,19910.51,9,10,15,313.0,53,22.0,27.19,12.0,0.0,3957.01,27.68395285841788,71.0,1,57.67071368461316,10000.0,201.23158885268467,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3861,19910.51,9,10,15,5.0,57,26.0,28.19,16.0,0.0,3957.01,36.31544140430921,72.0,1,57.67071368461316,143.06716936123462,251.4830336208189,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,0
3862,19910.51,9,10,15,5.0,57,23.0,27.19,16.0,0.0,3957.01,38.887224329034936,73.0,1,57.67071368461316,70.69305891995127,293.85714406210224,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1
3863,19910.51,9,10,15,5.0,59,24.0,8.22,16.0,0.0,3957.01,31.604644410729488,74.0,1,57.67071368461316,23.60906900530841,320.9411339767451,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1
3864,41977.78,7,9,31,6.0,18,19.0,19.89,10.0,1.0,4586.12,23.741097839516,19.0,1,171.8085212475415,88.70566488832254,325.70064719746927,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1
3865,41977.78,7,9,31,6.0,16,27.0,16.89,11.0,0.0,4586.12,38.34821056747675,20.0,1,171.8085212475415,137.73750283306197,276.66880925272983,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1
3866,41977.78,7,9,31,6.0,16,28.0,19.89,11.0,0.0,4586.12,28.01033749416157,21.0,1,171.8085212475415,308.3630246285993,126.04328745719248,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1
3867,41977.78,7,9,31,6.0,13,25.0,19.89,11.0,0.0,4586.12,24.9479629996302,22.0,1,81578.0,139.89596901070732,274.5103430750845,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,1
3868,41977.78,7,9,31,6.0,16,22.0,13.89,11.0,1.0,4586.12,33.448983623233055,191.0,1,171.8085212475415,231.05269636251026,193.35361572328156,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,1
3869,41977.78,7,9,31,6.0,16,25.0,19.89,11.0,0.0,4586.12,32.47449333861647,24.0,1,171.8085212475415,109.6991995084028,304.707112577389,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1
3870,41977.78,7,9,31,6.0,16,25.0,22.89,4.0,1.0,4586.12,23.535611240668217,25.0,1,171.8085212475415,121.92664360228524,292.4796684835065,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,1
3871,41977.78,7,9,31,6.0,16,25.0,19.89,11.0,1.0,4586.12,35.38900441875396,26.0,1,171.8085212475415,33.778501789277264,370.6278102965146,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1
3872,11731.585,8,3,6,2.0,15,12.0,7.48,1.0,1.0,289.73,38.51290647077444,223.0,1,15.359696785723465,50.78306652152824,276.72044502608156,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3873,11731.585,8,3,6,2.0,11,9.0,7.48,2.0,1.0,289.73,23.91374182122536,224.0,1,15.359696785723465,10000.0,297.23058703223387,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
3874,11731.585,8,3,6,2.0,13,10.0,6.48,2.0,1.0,289.73,32.45927043399528,225.0,1,15.359696785723465,12.397327680552173,295.10618386705767,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
3875,11731.585,8,3,6,2.0,15,10.0,7.48,2.0,1.0,289.73,27.564516312217144,226.0,1,15.359696785723465,111.0034287013204,246.50008284628947,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
3876,11731.585,8,3,6,2.0,18,19.0,7.48,2.0,1.0,289.73,35.477320548300035,227.0,1,15.359696785723465,44.918467148345364,302.58504439926446,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3877,11731.585,8,3,6,2.0,11,10.0,7.48,2.0,1.0,289.73,34.94722685207377,228.0,1,15.359696785723465,15.755648230117774,311.74786331749215,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1
3878,11731.585,8,3,6,2.0,14,7.0,8.22,2.0,1.0,289.73,29.28198609472159,229.0,1,15.359696785723465,10000.0,288.66251154318786,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1
3879,11731.585,8,3,6,2.0,18,19.0,7.48,2.0,1.0,289.73,27.507404520533136,230.0,1,15.359696785723465,32.777846317329605,314.72566523028024,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
3880,88406.34,2,7,12,-100.0,15,19.0,9.06,2.0,2.0,1273.15,27.97599009104823,373.0,0,242.2368498447588,775.5869892725749,-3.333333333333333e+26,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1
3881,88406.34,2,7,12,4.0,15,0.0,9.06,2.0,2.0,1273.15,22.130103468494774,191.0,0,242.2368498447588,429.08047631387313,310.0021738413682,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,1
3882,88406.34,2,7,12,4.0,15,0.0,14.06,2.0,1.0,1273.15,31.635453399227,375.0,0,242.2368498447588,90.48263251919502,618.6000176360462,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,1
3883,88406.34,2,7,12,4.0,15,-2.0,9.06,2.0,2.0,1273.15,35.980165006137035,376.0,0,242.2368498447588,431.46234831551635,297.6203018397248,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0,0,0,1
3884,88406.34,2,7,12,4.0,15,0.0,9.06,2.0,2.0,1273.15,33.243105790336145,377.0,0,242.2368498447588,152.35824466098782,566.7244054942535,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1
3885,88406.34,2,7,12,4.0,10,3.0,9.06,3.0,2.0,1273.15,25.823063995461613,378.0,0,242.2368498447588,203.65686558809574,515.4257845671455,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,1
3886,88406.34,2,7,12,4.0,15,-1.0,9.06,3.0,2.0,1273.15,38.65961110806035,379.0,0,242.2368498447588,612.7216661923833,136.36098396285809,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,1,1
3887,88406.34,2,7,2865,4.0,15,0.0,4.0600000000000005,3.0,2.0,1273.15,26.064923364985862,191.0,0,242.2368498447588,457.1300767357337,291.95257341950736,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,1,0,1
3888,36035.32,9,10,22,4.0,33,20.0,16.47,8.0,1.0,2138.6,38.65008083453005,83.0,1,79.97784113366491,10000.0,342.8662817185569,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
3889,36035.32,9,10,22,4.0,33,21.0,16.47,8.0,1.0,2138.6,28.804693712809392,84.0,1,79.97784113366491,143.7147622058134,357.40172999385504,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1,0
3890,36035.32,9,10,22,4.0,36,18.0,16.47,8.0,1.0,2138.6,38.82927793496259,85.0,1,79.97784113366491,106.5251775497904,384.59131464987803,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,0
3891,36035.32,9,10,22,4.0,33,20.0,16.47,8.0,1.0,2138.6,39.72440726900832,191.0,0,79.97784113366491,237.5984625775493,253.51802962211917,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,1,0,1
3892,36035.32,9,10,22,4.0,33,20.0,19.47,8.0,1.0,2138.6,27.09452524951668,87.0,1,36184.0,32.51689867708813,418.59959352258034,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,1
3893,36035.32,9,10,22,4.0,33,21.0,16.47,8.0,1.0,2138.6,38.64502916596873,88.0,1,79.97784113366491,10000.0,372.6988135014536,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,1,0,0,0,1
3894,36035.32,9,10,22,4.0,28,20.0,16.47,8.0,1.0,2138.6,40.89748901543962,89.0,1,79.97784113366491,105.30444189865106,375.8120503010174,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,1
3895,36035.32,9,10,22,-100.0,33,17.0,16.47,8.0,1.0,2138.6,26.128601476305185,90.0,0,79.97784113366491,10000.0,262.97533707434013,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,1,0,0,1
3896,113383.13999999998,1,4,6,4.0,4,3.0,3.4,0.0,2.0,82.71,36.1315697905757,207.0,0,376.5597009217432,295.92615330242637,529.6736457758304,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,1,0,0,2
3897,113383.13999999998,1,4,6,4.0,-1,3.0,3.4,0.0,2.0,82.71,26.31840589876036,208.0,0,376.5597009217432,1217.8968186898198,-3.333333333333333e+26,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,1,1
3898,113383.13999999998,1,4,6,4.0,4,3.0,10.4,0.0,2.0,82.71,34.49277645373799,209.0,0,376.5597009217432,309.626734096064,495.97306498219285,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,0,2
3899,113383.13999999998,1,4,6,4.0,4,3.0,3.4,0.0,2.0,82.71,27.755455616923896,210.0,0,376.5597009217432,87.34378683454331,708.2560122437135,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,2
3900,113383.13999999998,1,4,6,4.0,4,3.0,4.4,0.0,1.0,82.71,30.47732228345564,211.0,0,376.5597009217432,744.9691419328128,90.63065714544405,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,1,2
